District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
058,05831007,Nicola Canford Elementary,2311 Postell St,Lower Nicola                  ,BC             ,V0K 1Y0,Mr,Burt,Bergmann,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 378-2172,250 378-5270,bbergmann@365.sd58.bc.ca                                                                            ,169,September 30 2018,0,16,0,0,0,22,21,16,22,17,28,27,0,0,0,0,0
058,05825157,Nicola Canford StrongStart,2311 Postell St,Merritt                       ,BC             ,V0K 1Y0,Mr,Burt,Bergmann,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 378-2172,250 378-5270,bbergmann@365.sd58.bc.ca                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
035,03535037,Nicomekl Elementary,20050 53 Ave,Langley                       ,BC             ,V3A 3T9,Mr,Alan,Joo,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 533-1468,604 533-1469,ajoo@sd35.bc.ca                                                                                     ,278,September 30 2018,0,58,1,0,0,49,46,39,46,40,0,0,0,0,0,0,0
035,03525020,Nicomekl StrongStart Centre,20050 53 Ave,Langley                       ,BC             ,V3A 3T9,Mr,Alan,Joo,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 533-1468,,ajoo@sd35.bc.ca                                                                                     ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,09292007,Nisga'a Elementary Secondary,Box 239,New Aiyansh                   ,BC             ,V0J 1A0,Mr,Cameron,Nott,Standard School                         ,K-12,Public School,,no,no,no,no,no,no,no,250 633-2225,250 633-2669,cnott@nisgaa.bc.ca                                                                                  ,223,September 30 2018,0,10,0,0,0,10,9,15,17,15,14,8,29,21,23,33,19
058,05897019,Nkwala School,PO Box 3700,Merritt                       ,BC             ,V1K 1B8,Ms,Stacy,Zakall,Standard School                         ,K-12,Independent School,2,no,no,no,no,no,no,no,250 350-3370,250 350-3319,principal@uppernicola.com                                                                           ,18,September 30 2018,0,3,0,0,0,3,1,0,1,1,3,0,0,2,1,2,1
035,03535044,Noel Booth Elementary,20202 35 Ave,Langley                       ,BC             ,V2Z 1A2,Mr,James,Ribeyre,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 530-9747,604 530-6481,jribeyre@sd35.bc.ca                                                                                 ,315,September 30 2018,0,36,0,0,0,32,43,40,31,44,48,41,0,0,0,0,0
079,07996959,Noorunissa Montessori Academy of Canada,2375 Koksilah Rd,Duncan                        ,BC             ,V9L 6M5,Ms,Marita,Fyall,Standard School                         ,No Enrolment Reported,Independent School,,no,no,no,no,no,no,no,250 737-1119,,inayat@intmontessori.com                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039,03939101,Nootka Community Elementary,3375 Nootka St,Vancouver                     ,BC             ,V5M 3N2,Ms,Liz,Hayes-Brown,Standard School                         ,K-7,Public School,,no,yes,no,no,no,yes,no,604 713-4767,604 713-4769,ehayes@vsb.bc.ca                                                                                    ,405,September 30 2018,0,48,0,0,0,47,55,45,56,48,64,42,0,0,0,0,0
044,04444013,Norgate Community Elementary,1295 Sowden St,North Vancouver               ,BC             ,V7P 1L9,Mr,Robert,Smyth,Standard School                         ,K-7,Public School,,yes,yes,no,yes,yes,yes,no,604 903-3680,604 903-3681,norgate@sd44.ca                                                                                     ,131,September 30 2018,0,7,3,0,0,14,9,21,18,26,19,17,0,0,0,0,0
044,04425144,Norgate StrongStart Centre,1295 Sowden St,North Vancouver               ,BC             ,V7P 1L9,Mr,Robert,Smyth,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 903-3680,604 903-3681,rsmyth@sd44.ca                                                                                      ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073,07324044,NorKam Senior Secondary,730 12th St,Kamloops                      ,BC             ,V2B 3C1,Mr,Jonathan,Brady,Standard School                         ,"10-12, SU",Public School,,no,no,no,no,no,no,no,250 376-1272,250 377-2225,jbrady@sd73.bc.ca                                                                                   ,786,September 30 2018,0,0,1,35,0,0,0,0,0,0,0,0,0,0,227,276,248
039,03939143,Norma Rose Point Elementary Junior,5488 Ortona Rd,Vancouver                     ,BC             ,V6T 1S2,Mr,Ian,Cannon,Standard School                         ,K-8,Public School,,no,no,no,no,no,no,no,604 713-5950,604 713-5952,icannon@vsb.bc.ca                                                                                   ,871,September 30 2018,0,78,3,0,0,77,90,88,88,87,142,107,114,0,0,0,0
083,08389021,North Canoe Elementary,PO Box 78,Canoe                         ,BC             ,V0E 1K0,Mr,Glen,Overgaard,Standard School                         ,K-5,Public School,,no,no,no,no,no,yes,no,250 832-4950,250 833-0652,govergaa@sd83.bc.ca                                                                                 ,71,September 30 2018,0,11,0,0,0,11,11,16,12,10,0,0,0,0,0,0,0
028,02896621,North Cariboo Christian School,2876 Red Bluff Rd,Quesnel                       ,BC             ,V2J 6C7,Mr,Bruce,Birch,Standard School                         ,K-9,Independent School,1,no,no,no,no,no,no,no,250 747-4417,250 747-4410,office@nccschool.ca                                                                                 ,95,September 30 2018,0,8,0,0,0,9,13,6,16,10,12,10,5,6,0,0,0
082,08298009,North Coast Distance Education,3120 Highway 16 East,Terrace                       ,BC             ,V8G 3E9,Mr,Geoffery,McKay,Distributed Learning Programs           ,"10-12, GA",Public School,,yes,no,no,no,no,no,no,250 635-7944,888 546-0027,geoffery.mckay@cmsd.bc.ca                                                                           ,172,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,129
037,03737012,North Delta Secondary,11447 82 Ave,Delta                         ,BC             ,V4C 5J6,Mr,Aaron,Akune,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 596-7471,604 596-6192,aakune@deltasd.bc.ca                                                                                ,1060,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,208,201,214,212,225
023,02323032,North Glenmore Elementary,125 Snowsell St North,Kelowna                       ,BC             ,V1V 2E3,Mr,Jared,Birkeland,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 870-5128,250 870-5044,jared.birkeland@sd23.bc.ca,555,September 30 2018,0,88,0,0,0,67,86,76,79,72,87,0,0,0,0,0,0
071,07198008,North Island Distance Education,2505 Smith Rd,Courtenay                     ,BC             ,V9J 1T6,Mr,Jeff,Taylor,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,250 337-5300,250 337-2310,jeff.taylor@sd71.bc.ca                                                                              ,2868,September 30 2018,0,56,3,0,0,74,58,63,65,63,54,45,49,49,680,773,646
085,08585018,North Island Secondary,PO Box 100,Port McNeill                  ,BC             ,V0N 2R0,Ms,Stacia,Johnson,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 956-3394,250 956-2035,sjohnson@sd85.bc.ca                                                                                 ,292,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,61,59,55,60,57
083,08396116,North Okanagan Junior Academy,4699 South Grandview Flats Rd,Armstrong                     ,BC             ,V0E 1B5,Mr,Justin,Arnesto,Standard School                         ,1-8,Independent School,1,no,no,no,no,no,no,no,250 546-8330,250 546-8343,info@noja.ca                                                                                        ,14,September 30 2018,0,0,0,0,0,1,2,0,0,3,2,2,4,0,0,0,0
035,03535015,North Otter Elementary,5370 248 St,Aldergrove                    ,BC             ,V4W 1A7,Ms,Tanya,Rogers,Standard School                         ,K-7,Public School,,yes,no,no,no,yes,yes,no,604 856-3355,604 856-2054,trogers@sd35.bc.ca                                                                                  ,297,September 30 2018,0,40,2,0,0,42,36,39,49,30,29,32,0,0,0,0,0
035,03525229,North Otter StrongStart Centre,5370 248 St,Aldergrove                    ,BC             ,V4W 1A7,Ms,Tanya,Rogers,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 856-3355,,trogers@sd35.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
068,06868058,North Oyster Elementary,13470 Cedar Rd,Ladysmith                     ,BC             ,V9G 1H6,Ms,Jacqueline,Dunn,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 245-3330,250 245-2386,jacqueline.dunn@sd68.bc.ca,340,September 30 2018,0,51,0,0,0,41,50,36,52,42,40,28,0,0,0,0,0
060,06060015,North Peace Secondary,9304 86 St,Fort St John                  ,BC             ,V1J 6L9,Mr,Randy,Pauls,Standard School                         ,"10-12, SU",Public School,,no,no,no,no,no,no,no,250 785-4429,250 785-4687,rpauls@prn.bc.ca                                                                                    ,1042,September 30 2018,0,0,0,122,0,0,0,0,0,0,0,0,0,0,147,336,437
036,03636138,North Ridge Elementary,13460 62 Ave,Surrey                        ,BC             ,V3X 2J2,Ms,Tammy,Stubbings,Standard School                         ,K-7,Public School,,yes,no,no,no,no,yes,no,604 599-3900,604 599-7396,stubbings_t@surreyschools.ca,435,September 30 2018,0,50,0,0,0,61,48,48,54,49,59,66,0,0,0,0,0
063,06363026,North Saanich Middle School,10400 McDonald Park Rd,North Saanich                 ,BC             ,V8L 0A3,Mr,Kal,Russell,Standard School                         ,6-8,Public School,,no,no,no,no,yes,yes,no,250 656-1129,250 656-2759,krussell@saanichschools.ca,382,September 30 2018,0,0,0,0,0,0,0,0,0,0,118,127,137,0,0,0,0
083,08383039,North Shuswap Elementary,5295 Squilax-Anglemont Rd,Celista                       ,BC             ,V0E 1M6,Mr,Paul,Rosman,Standard School                         ,K-8,Public School,,yes,yes,no,no,yes,yes,yes,250 955-2214,250 804-7791,prosman@sd83.bc.ca                                                                                  ,109,September 30 2018,0,14,0,0,0,8,13,10,11,13,14,12,14,0,0,0,0
044,04496654,North Star Montessori Elementary School,1325 Keith Rd E,North Vancouver               ,BC             ,V7J 1J3,Mrs,Tiffany,Goulding,Standard School                         ,"K, EU",Independent School,1,no,no,no,no,no,no,no,604 980-1205,604 980-1208,admin@northstarmontessori.ca,44,September 30 2018,0,11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
036,03699062,North Surrey Learning Centre,9260 140 St,Surrey                        ,BC             ,V3V 5Z4,Mrs,Aileen,Kinsella,Alternate Programs                      ,"10-12, GA",Public School,,no,no,no,no,no,no,no,604 583-4040,604 583-5600,nsurwl@surreyschools.ca                                                                             ,188,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,58
036,03636028,North Surrey Secondary,15945 96 Ave,Surrey                        ,BC             ,V4N 2R8,Mr,Darren,Bedard,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 581-4433,604 581-1150,northsurrey@surreyschools.ca,1413,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,284,261,260,309,299
044,04499176,North Vancouver Distributed Learning,3365 Mahon Ave,North Vancouver               ,BC             ,V7N 3T7,Mr,Michael,Kee,Distributed Learning Programs           ,"10-12, SU, GA",Public School,,no,no,no,no,no,no,no,604 903-3333,604 903-3334,mkee@sd44.ca                                                                                        ,482,September 30 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,115,175
061,06161054,Northridge Elementary,4190 Carey Rd,Victoria                      ,BC             ,V8Z 4G8,Mrs,Nadine,Naughton,Standard School                         ,K-5,Public School,,yes,no,no,no,no,no,no,250 479-8293,250 479-4639,northridge@sd61.bc.ca                                                                               ,256,September 30 2018,0,44,0,0,0,39,38,47,46,42,0,0,0,0,0,0,0
091,09196232,Northside Christian School,3337 Voth Rd,Vanderhoof                    ,BC             ,V0J 3A2,Mr,Michael,Shenk,Standard School                         ,K-12,Independent School,1,no,no,no,no,no,no,no,250 567-9335,250 567-9332,admin@thenorthsideschool.ca,139,September 30 2018,10,0,0,0,0,12,8,9,12,9,13,9,10,9,17,10,11
059,05996172,Notre Dame,925 104 Ave,Dawson Creek                  ,BC             ,V1G 2H8,Mrs,Terri,Haynal,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,250 782-4923,250 782-4388,thaynal@cispg.ca                                                                                    ,223,September 30 2018,0,25,0,0,0,43,24,21,29,26,26,29,0,0,0,0,0
039,03996022,Notre Dame Regional Secondary,2880 Venables St,Vancouver                     ,BC             ,V5K 4Z6,Mr,Roger,DesLauriers,Standard School                         ,8-12,Independent School,1,no,no,no,no,no,no,no,604 255-5454,604 255-2115,rdeslauriers@ndrs.org                                                                               ,741,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,150,157,156,149,129
057,05757045,Nukko Lake Elementary,23955 Chief Lake Rd,Prince George                 ,BC             ,V2K 5L1,Ms,Joyce,Willows,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 967-4314,250 967-4307,jwillows@sd57.bc.ca                                                                                 ,100,September 30 2018,0,12,0,0,0,15,9,13,9,16,15,11,0,0,0,0,0
049,04925052,Nusatsum  StrongStart Centre,PO Bag 800,Hagensborg                    ,BC             ,V0T 1H0,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 982-2355,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049,04949008,Nusatsum Elementary/Secondary,PO Box 18,Hagensborg                    ,BC             ,V0T 1H0,Mr,Kevin,Gianakos,Standard School                         ,5-7,Public School,,no,yes,no,no,yes,yes,no,250 982-2193,250 982-2758,kgianakos@sd49.ca                                                                                   ,61,September 30 2018,0,0,0,0,0,0,0,0,0,26,15,20,0,0,0,0,0
057,05757116,Nusdeh Yoh,2579 Victoria St,Prince George                 ,BC             ,V2L 2M3,Ms,Liza,Arnold,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 562-7201,250 562-7970,larnold@sd57.bc.ca                                                                                  ,179,September 30 2018,0,26,0,0,0,29,26,18,19,21,21,19,0,0,0,0,0
082,08282040,NW Regional Trades & Training Centre,3120 16 Hwy E,Terrace                       ,BC             ,V8G 4N8,Mr,Geoffery,McKay,Standard School                         ,12,Public School,,no,no,no,no,no,no,no,250 635-7944,888 546-0027,geoffery.mckay@cmsd.bc.ca                                                                           ,7,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
061,06196745,Oak & Orca School (DL),2738 Higgins St,Victoria                      ,BC             ,V8T 3N1,Ms,Kara,Woodcock,Distributed Learning Programs           ,"K, EU, SU",Independent School,1,no,no,no,no,no,no,no,250 383-6609,877 544-3427,principal@oakandorca.ca                                                                             ,187,September 30 2018,0,22,7,32,133,0,0,0,0,0,0,0,0,0,0,0,0
061,06196695,Oak and Orca Bioregional School,2738 Higgins St,Victoria                      ,BC             ,V8T 3N1,Ms,Kara,Woodcock,Standard School                         ,"K, EU, SU",Independent School,1,no,no,no,no,no,no,no,250 383-6609,877 544-3427,principal@oakandorca.ca                                                                             ,42,September 30 2018,0,3,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0
061,06161024,Oak Bay Secondary,2121 Cadboro Bay Rd,Victoria                      ,BC             ,V8R 5G4,Mrs,Randi,Falls,Standard School                         ,"9-12, SU",Public School,,yes,yes,no,yes,yes,yes,no,250 598-3361,250 598-0710,rfalls@sd61.bc.ca                                                                                   ,1265,September 30 2018,0,0,0,43,0,0,0,0,0,0,0,0,0,263,298,311,350
061,06161013,Oaklands Elementary,2827 Belmont Ave,Victoria                      ,BC             ,V8R 4B2,Mr,David,Hovis,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 595-2444,250 595-4789,dhovis@sd61.bc.ca                                                                                   ,518,September 30 2018,0,89,0,0,0,87,86,95,77,84,0,0,0,0,0,0,0
072,07295043,Oasis School,740 Robron Rd,Campbell River                ,BC             ,V9W 6J7,Mr,Kai,Taylor,Long Term PRP                           ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 923-4918,250 923-4932,kai.taylor@sd72.bc.ca                                                                               ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,03636170,Ocean Cliff Elementary,12550 20 Ave,Surrey                        ,BC             ,V4A 1Y6,Mr,Andrew,Zadeiks,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 538-1770,604 538-2431,oceancliff@surreyschools.ca,362,September 30 2018,0,39,1,0,0,37,45,50,46,48,46,51,0,0,0,0,0
072,07272061,Ocean Grove Elementary,3773 McLelan,Campbell River                ,BC             ,V9H 1K2,Mrs,Rhona,Soutar,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 923-4266,250 923-2589,oceangrove@sd72.bc.ca                                                                               ,296,September 30 2018,0,53,0,0,0,48,45,47,52,51,0,0,0,0,0,0,0
093,09368067,Oceane,1951 Estevan Rd,Nanaimo                       ,BC             ,V9S 3Y9,Mr,Steve,Roy,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 714-0761,,steve_roy@csf.bc.ca                                                                                 ,134,September 30 2018,0,15,0,0,0,15,31,13,17,17,10,16,0,0,0,0,0
069,06969023,Oceanside Elementary,PO Box 520,Parksville                    ,BC             ,V9P 2G6,Ms,Lesley,LaCouvee,Standard School                         ,"K-7, EU",Public School,,yes,no,no,no,no,yes,no,250 248-4662,250 248-4628,llacouvee@sd69.bc.ca                                                                                ,474,September 30 2018,0,68,0,0,1,75,64,59,52,55,58,42,0,0,0,0,0
042,04242047,Odyssey K-9 SD 42,12209 206th Ave,Maple Ridge                   ,BC             ,V2X 1T8,,Cathie,Watkins,Standard School                         ,K-9,Public School,,no,no,no,no,no,no,no,604 465-9331,604 465-7856,catharine_watkins@sd42.ca                                                                           ,26,September 30 2018,0,1,0,0,0,3,2,2,2,3,1,5,2,5,0,0,0
023,02396023,Okanagan Christian School,1035 Hollywood Rd S,Kelowna                       ,BC             ,V1X 4N3,Mr,Lawrence,McMullen,Standard School                         ,K-12,Independent School,2,no,no,no,no,no,no,no,250 860-5305,250 868-9703,principal@ocskelowna.com                                                                            ,95,September 30 2018,0,8,0,0,0,15,10,6,6,2,10,6,4,7,5,7,9
053,05314002,Okanagan Falls Elementary,PO Box 6,Okanagan Falls                ,BC             ,V0H 1R0,Mrs,Karen,Sinclair,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 497-5414,250 497-8279,ksinclai@sd53.bc.ca                                                                                 ,93,September 30 2018,0,14,0,0,0,12,18,10,5,13,8,13,0,0,0,0,0
053,05325011,Okanagan Falls StrongStart Centre,PO Box 6,Okanagan Falls                ,BC             ,V0H 1R0,Mrs,Karen,Sinclair,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 497-5414,250 597-8279,ksinclair@sd53.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022,02222013,Okanagan Landing Elementary,7322 Grant Rd,Vernon                        ,BC             ,V1H 1G6,Ms,Jodi,van der Meer,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,250 542-1181,250 542-5047,jvandermeer@sd22.bc.ca                                                                              ,371,September 30 2018,0,45,0,0,0,38,53,46,54,48,36,51,0,0,0,0,0
022,02225313,Okanagan Landing StrongStart Centre,7322 Grant Rd,Vernon                        ,BC             ,V1H 1G6,Ms,Jodi,van der Meer,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 542-1181,250 542-5047,jvandermeer@sd22.bc.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,02323059,Okanagan Mission Secondary,4544 Gordon Dr,Kelowna                       ,BC             ,V1W 1T4,Mr,Bruce,McKay,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 870-5108,250 870-5008,bruce.mckay@sd23.bc.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,02396575,Okanagan Montessori Elementary School,3439 East Kelowna Rd,Kelowna                       ,BC             ,V1W 4H1,Ms,Bonnie,Williams,Standard School                         ,K-6,Independent School,1,no,no,no,no,no,no,no,250 860-1165,250 860-1416,okmontessori@shawbiz.ca                                                                             ,27,September 30 2018,0,4,0,0,0,8,3,5,4,1,2,0,0,0,0,0,0
022,02296858,Okanagan Waldorf School,730 Whitevale Rd,Lumby                         ,BC             ,V0E 2G7,Ms,Andrea,Thiessen,Standard School                         ,K-6,Independent School,1,no,no,no,no,no,no,no,250 547-9212,,athiessen@okanaganwaldorfschool.org,66,September 30 2018,0,17,0,0,0,11,9,6,12,4,7,0,0,0,0,0,0
036,03636064,Old Yale Road Elementary,10135 132 St,Surrey                        ,BC             ,V3T 3T6,Mr,Sol,Lee,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,604 588-5468,604 588-9663,lee_sol@surreyschools.ca                                                                            ,429,September 30 2018,0,54,1,0,0,45,56,56,53,50,67,48,0,0,0,0,0
036,03625115,Old Yale Road StrongStart Centre,10135 132 St,Surrey                        ,BC             ,V3T 3T6,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 588-5468,,lee_sol@surreyschools.ca                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
053,05314004,Oliver Elementary,PO Box 989,Oliver                        ,BC             ,V0H 1T0,Mr,Jason,McAllister,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,yes,250 498-3468,250 498-0339,jmcallis@sd53.bc.ca                                                                                 ,343,September 30 2018,0,46,0,0,0,28,51,36,31,53,44,54,0,0,0,0,0
053,05325056,Oliver StrongStart Centre,PO Box 989,Oliver                        ,BC             ,V0H 1T0,Mr,Jason,McAllister,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 498-3468,250 498-0339,jmcallis@sd53.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022,02299077,Open Door Alternate School,3303 30 St,Vernon                        ,BC             ,V1T 5E4,Ms,Rana,Grace,Alternate Programs                      ,10-12,Public School,,no,no,yes,no,no,no,no,250 549-3546,250 549-0411,rgrace@sd22.bc.ca                                                                                   ,22,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16
006,00699127,Open Doors Alternate Education,PO Box 2613,Invermere                     ,BC             ,V0A 1K0,Mr,Darren,Danyluk,Alternate Programs                      ,"9-12, SU",Public School,,no,no,no,no,no,no,no,250 342-3060,250 342-6966,darren.danyluk@sd6.bc.ca                                                                            ,25,September 30 2018,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,12
053,05314005,Osoyoos Elementary,PO Box 580,Osoyoos                       ,BC             ,V0H 1V0,Mr,David,Foster,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 495-7248,250 495-2855,dfoster@sd53.bc.ca                                                                                  ,351,September 30 2018,0,35,0,0,0,40,52,45,37,47,47,48,0,0,0,0,0
053,05314008,Osoyoos Secondary,5800 115th St,Osoyoos                       ,BC             ,V0H 1V4,Mr,Scott,Tremblay,Standard School                         ,8-12,Public School,,no,yes,no,no,no,no,no,250 485-4433,250 495-2669,stremblay@sd53.bc.ca                                                                                ,193,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,33,50,37,35,38
053,05399288,Osoyoos Secondary Alt,5800 115th St,Osoyoos                       ,BC             ,V0H 1V4,Mr,Scott,Tremblay,Alternate Programs                      ,9-12,Public School,,no,no,no,no,no,no,no,250 485-4433,250 495-2669,stremblay@sd53.bc.ca                                                                                ,9,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5
053,05325057,Osoyoos StrongStart Centre,PO Box 580,Osoyoos                       ,BC             ,V0H 1V0,Mr,David,Foster,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 495-7248,250 495-2855,dfoster@sd53.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,04396074,Our Lady of Fatima,315 Walker St,Coquitlam                     ,BC             ,V3K 4C7,Mrs,Maria,Katsionis,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 936-4228,604 936-4403,maria.katsionis@fatimaschool.ca,371,September 30 2018,0,49,0,0,0,35,54,52,48,46,44,43,0,0,0,0,0
036,03696075,Our Lady of Good Counsel,10504 139 St,Surrey                        ,BC             ,V3T 4L5,Mr,Gerard,Wright,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 581-3154,604 588-1633,olgcprincipal@shaw.ca                                                                               ,244,September 30 2018,0,30,0,0,0,31,31,30,31,30,30,31,0,0,0,0,0
023,02396609,Our Lady of Lourdes,2547 Hebert Rd,West Kelowna                  ,BC             ,V4T 2J6,Ms,Kathryn,Grootjes,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,250 768-9008,250 768-0168,ololprincipal@cisnd.ca                                                                              ,140,September 30 2018,0,19,0,0,0,22,17,17,16,21,15,13,0,0,0,0,0
041,04196085,Our Lady of Mercy,7481 10th Ave,Burnaby                       ,BC             ,V3N 2S1,Mrs,Neva,Grout,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 526-7121,604 520-3194,ngrout@cisva.bc.ca                                                                                  ,233,September 30 2018,0,27,0,0,0,27,28,29,30,30,31,31,0,0,0,0,0
039,03996173,Our Lady of Perpetual Help,2550 Camosun St,Vancouver                     ,BC             ,V6R 3W6,Ms,Lora,Clarke,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 228-8811,604 224-6822,loraclarke@olphbc.ca                                                                                ,430,September 30 2018,0,51,0,0,0,50,58,49,56,57,55,54,0,0,0,0,0
073,07396094,Our Lady of Perpetual Help,235 Poplar St,Kamloops                      ,BC             ,V2B 4B9,Mr,Christopher,Yuen,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,250 376-2343,250 376-2361,christopher.yuen@olphschool.ca,160,September 30 2018,0,9,0,0,0,17,23,17,25,21,27,21,0,0,0,0,0
039,03996128,Our Lady of Sorrows,575 Slocan St,Vancouver                     ,BC             ,V5K 3X5,Mr,Pasquale,Balletta,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 253-2434,604 253-1523,pballetta@cisva.bc.ca                                                                               ,241,September 30 2018,0,26,0,0,0,30,31,30,31,32,31,30,0,0,0,0,0
043,04396380,Our Lady of the Assumption,2255 Fraser Ave,Port Coquitlam                ,BC             ,V3B 6G8,Ms,Rosaleen,Heffernan,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 942-5522,,rheffernan@cisva.bc.ca                                                                              ,242,September 30 2018,0,30,0,0,0,30,30,29,31,31,30,31,0,0,0,0,0
041,04199302,Outlook Secondary Program,204-3993 Henning Dr,Burnaby                       ,BC             ,V5C 6P7,Mr,Brandon,Curr,Alternate Programs                      ,9-12,Public School,,no,no,no,no,no,no,no,604 298-1515,604 298-1518,brandon.curr@burnabyschools.ca,11,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2
042,04299153,Outreach Alternate Secondary,21911 122 Ave,Maple Ridge                   ,BC             ,V2X 3X2,Mr,Trevor,Connor,Alternate Programs                      ,8-12,Public School,,no,no,no,no,no,no,no,604 463-4175,604 463-5197,trevor_connor@sd42.ca                                                                               ,110,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,24,73
