District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
71,7171054,Mark R. Isfeld Senior Secondary,1551 Lerwick Rd,Courtenay                     ,BC             ,V9N 9B5,Mr,Sean,Lamoureux,Standard School                         ,7-12,Public School,,no,no,no,no,no,no,no,250 334-2428,250 334-0659,sean.lamoureux@sd71.bc.ca                                                                           ,1013,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,2,184,206,192,205,224,1551 Lerwick Rd Courtenay BC V9N 9B5,1551+Lerwick+Rd+Courtenay+BC+V9N+9B5,49.702883,-124.958743,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7171079,Miracle Beach Elementary,8763 Paulsen Rd,Black Creek                   ,BC             ,V9J 1J8,Mr,Jason,Cobey,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 337-5114,250 337-8741,jason.cobey@sd71.bc.ca                                                                              ,242,September 30 2018,0,33,2,0,0,32,31,30,26,38,30,22,0,0,0,0,0,8763 Paulsen Rd Black Creek BC V9J 1J8,8763+Paulsen+Rd+Black+Creek+BC+V9J+1J8,49.85619089999999,-125.1191878,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7199299,Nala'atsi Alternate Program,665 16th St,Courtenay                     ,BC             ,V9N 1X6,Mr,Bruce,Carlos,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 331-4040,250 331-4041,bruce.carlos@sd71.bc.ca                                                                             ,15,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,665 16th St Courtenay BC V9N 1X6,665+16th+St+Courtenay+BC+V9N+1X6,49.68261099999999,-124.9953855,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7171082,Navigate Academy,2505 Smith Rd,Courtenay                     ,BC             ,V9J 1T6,Mr,Jeff,Taylor,Standard School                         ,K-8,Public School,,no,no,no,no,no,no,no,250 337-5300,250 337-2310,jeff.taylor@sd71.bc.ca                                                                              ,130,September 30 2018,0,15,0,0,0,12,11,22,15,21,10,16,8,0,0,0,0,2505 Smith Rd Courtenay BC V9J 1T6,2505+Smith+Rd+Courtenay+BC+V9J+1T6,49.766512,-125.0271529,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7198008,North Island Distance Education,2505 Smith Rd,Courtenay                     ,BC             ,V9J 1T6,Mr,Jeff,Taylor,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,250 337-5300,250 337-2310,jeff.taylor@sd71.bc.ca                                                                              ,2868,September 30 2018,0,56,3,0,0,74,58,63,65,63,54,45,49,49,680,773,646,2505 Smith Rd Courtenay BC V9J 1T6,2505+Smith+Rd+Courtenay+BC+V9J+1T6,49.766512,-125.0271529,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7196327,Phil & Jennie Gaglardi Academy,1475 Noel Ave,Comox                         ,BC             ,V9M 3H8,Mrs,Bernadette,Pitcher,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,250 339-1200,250 339-1215,office@gaglardiacademy.ca                                                                           ,224,September 30 2018,0,22,0,0,0,8,28,15,15,21,17,22,18,10,22,13,13,1475 Noel Ave Comox BC V9M 3H8,1475+Noel+Ave+Comox+BC+V9M+3H8,49.6817174,-124.9125641,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7171156,Queneesh Elementary,2345 Mission Rd,Courtenay                     ,BC             ,V9N 9H1,Ms,Christine,VanderRee,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 334-4089,250 334-4029,christine.vanderree@sd71.bc.ca,416,September 30 2018,0,55,0,0,0,61,57,59,45,50,45,44,0,0,0,0,0,2345 Mission Rd Courtenay BC V9N 9H1,2345+Mission+Rd+Courtenay+BC+V9N+9H1,49.713231,-124.973064,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7125014,Queneesh StrongStart Centre,2345 Mission Rd,Courtenay                     ,BC             ,V9N 9H1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 334-4089,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345 Mission Rd Courtenay BC V9N 9H1,2345+Mission+Rd+Courtenay+BC+V9N+9H1,49.713231,-124.973064,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7171072,Royston Elementary,3830 Warren Ave,Royston                       ,BC             ,V0R 2V0,Ms,Katy,Doran,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 334-2161,250 338-8051,katy.doran@sd71.bc.ca                                                                               ,246,September 30 2018,0,42,0,0,0,45,32,44,33,27,23,0,0,0,0,0,0,3830 Warren Ave Royston BC V0R 2V0,3830+Warren+Ave+Royston+BC+V0R+2V0,49.6453227,-124.9500684,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
71,7171080,Valley View Elementary,2300 Valley View Dr,Courtenay                     ,BC             ,V9N 9A3,Ms,Barb,Robertson,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 897-0343,250 897-3923,barbara.robertson@sd71.bc.ca,362,September 30 2018,0,31,1,0,0,47,50,37,47,51,49,50,0,0,0,0,0,2300 Valley View Dr Courtenay BC V9N 9A3,2300+Valley+View+Dr+Courtenay+BC+V9N+9A3,49.700334,-124.958323,2018/19,71,Comox Valley,607 Cumberland Rd,Courtenay,BC,V9N7G5,250 334-5500,http://www.sd71.bc.ca                                                                               ,-125.00118870000001,49.6871494
40,4096747,Al-Hidayah School,7 - 6th St,New Westminster               ,BC             ,V3L 2Y7,Mr,Mazen,Turk,Standard School                         ,K-6,Independent School,3.0,no,no,no,no,no,no,no,604 524-2752,604 524-2757,al-hidayah@aicp.org                                                                                 ,44,September 30 2018,0,5,0,0,0,7,8,5,4,6,9,0,0,0,0,0,0,7 - 6th St New Westminster BC V3L 2Y7,7+-+6th+St+New+Westminster+BC+V3L+2Y7,49.2030398,-122.9072654,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040010,Connaught Heights Elementary,2201 London St,New Westminster               ,BC             ,V3M 3G1,Mrs,Jennifer,Scorda,Standard School                         ,K-5,Public School,,yes,no,no,no,no,yes,no,604 517-6010,604 517-6011,connaughtheights@sd40.bc.ca,161,September 30 2018,0,31,0,0,0,22,25,32,35,16,0,0,0,0,0,0,0,2201 London St New Westminster BC V3M 3G1,2201+London+St+New+Westminster+BC+V3M+3G1,49.20281019999999,-122.9554191,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4025408,Connaught Heights StrongStart Centre,2201 London St,New Westminster               ,BC             ,V3M 3G1,Ms,Laura,Demichini,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 517-6010,604 517-6011,ldemichina@sd40.bc.ca                                                                               ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201 London St New Westminster BC V3M 3G1,2201+London+St+New+Westminster+BC+V3M+3G1,49.20281019999999,-122.9554191,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040013,Ecole Glenbrook Middle School,701 Park Cres,New Westminster               ,BC             ,V3L 5V4,Mr,Chris,Evans,Standard School                         ,6-8,Public School,,no,yes,no,no,yes,yes,no,604 517-5940,604 517-5941,cevans@sd40.bc.ca                                                                                   ,648,September 30 2018,0,0,0,0,0,0,0,0,0,0,234,226,188,0,0,0,0,701 Park Cres New Westminster BC V3L 5V4,701+Park+Cres+New+Westminster+BC+V3L+5V4,49.2206999,-122.9113378,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040015,Ecole Qayqayt Elementary,85 Merivale St,New Westminster               ,BC             ,V3L 0G2,Ms,Karen,Catherwood,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,yes,no,604 517-6050,604 517-6051,kcatherwood@sd40.bc.ca                                                                              ,512,September 30 2018,0,95,0,0,0,96,79,85,82,75,0,0,0,0,0,0,0,85 Merivale St New Westminster BC V3L 0G2,85+Merivale+St+New+Westminster+BC+V3L+0G2,49.2080628,-122.9054133,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040009,F W Howay Elementary,91 Courtney Cres,New Westminster               ,BC             ,V3L 4M1,Ms,Sarah,Phelan,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6020,604 517-6021,sphelan@sd40.bc.ca                                                                                  ,122,September 30 2018,0,21,0,0,0,11,15,28,18,29,0,0,0,0,0,0,0,91 Courtney Cres New Westminster BC V3L 4M1,91+Courtney+Cres+New+Westminster+BC+V3L+4M1,49.2260767,-122.9126774,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040016,Fraser River Middle,800 Queens Ave,New Westminster               ,BC             ,V3M 0J2,Ms,Debbie,Jones,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 517-1800,604 517-1801,djones@sd40.bc.ca                                                                                   ,500,September 30 2018,0,0,0,0,0,0,0,0,0,0,165,160,175,0,0,0,0,800 Queens Ave New Westminster BC V3M 0J2,800+Queens+Ave+New+Westminster+BC+V3M+0J2,49.204576,-122.9169974,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040002,Herbert Spencer Elementary,605 Second St,New Westminster               ,BC             ,V3L 5R9,Mme,Suzanne,Cameron,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6030,604 517-6031,scameron@sd40.bc.ca                                                                                 ,479,September 30 2018,0,84,0,0,0,75,72,77,87,84,0,0,0,0,0,0,0,605 Second St New Westminster BC V3L 5R9,605+Second+St+New+Westminster+BC+V3L+5R9,49.2171361,-122.9141648,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4099136,Home Learners Program,521 Fader St,New Westminster               ,BC             ,V3L 3T4,Mr,Jamie,Sadler,Distributed Learning Programs           ,K-9,Public School,,no,no,no,no,no,no,no,604 517-5917,604 517-5991,jsadler@sd40.bc.ca                                                                                  ,123,September 30 2018,0,7,1,0,0,17,13,14,15,16,16,10,12,3,0,0,0,521 Fader St New Westminster BC V3L 3T4,521+Fader+St+New+Westminster+BC+V3L+3T4,49.232954,-122.8904217,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4096766,John Knox Christian - Secondary Campus,260 Twelfth St,New Westminster               ,BC             ,V3M 4H2,Mr,Paul,Tigchelaar,Standard School                         ,No Enrolment Reported,Independent School,,no,no,no,no,no,no,no,604 523-1580,604 523-9646,ptigchelaar@johnknoxbc.org,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260 Twelfth St New Westminster BC V3M 4H2,260+Twelfth+St+New+Westminster+BC+V3M+4H2,49.2027246,-122.9247155,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040001,Lord Kelvin Elementary,1010 Hamilton St,New Westminster               ,BC             ,V3M 2M9,Mr,Ken,Millard,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6060,604 517-6061,kmillard @sd40.bc.ca                                                                                ,458,September 30 2018,0,89,0,0,0,85,82,69,77,56,0,0,0,0,0,0,0,1010 Hamilton St New Westminster BC V3M 2M9,1010+Hamilton+St+New+Westminster+BC+V3M+2M9,49.2110103,-122.9303779,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040004,Lord Tweedsmuir Elementary,1714 Eighth Ave,New Westminster               ,BC             ,V3M 2S7,Mrs,Jen,Richter,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6070,604 517-6071,jrichter@sd40.bc.ca                                                                                 ,357,September 30 2018,0,70,0,0,0,49,66,66,47,59,0,0,0,0,0,0,0,1714 Eighth Ave New Westminster BC V3M 2S7,1714+Eighth+Ave+New+Westminster+BC+V3M+2S7,49.20548669999999,-122.9424125,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040000,New Westminster Continuing Education,835 Eighth St,New Westminster               ,BC             ,V3M 3S9,Mr,Stephen,Inniss,Continuing Education                    ,"10-12, SU, GA",Public School,,no,no,yes,no,no,no,no,604 517-6286,604 517-6204,sinniss@sd40.bc.ca                                                                                  ,694,September 30 2018,0,0,0,627,0,0,0,0,0,0,0,0,0,0,1,1,8,835 Eighth St New Westminster BC V3M 3S9,835+Eighth+St+New+Westminster+BC+V3M+3S9,49.2159249,-122.9290843,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4099185,New Westminster Online Schools,200-1065 Columbia St,New Westminster               ,BC             ,V3M 6H7,Ms,Pam,Craven,Distributed Learning Programs           ,"10-12, SU, GA",Public School,,no,no,yes,no,no,no,no,604 517-6191,604 517-6169,pcraven@sd40.bc.ca                                                                                  ,319,September 30 2018,0,0,0,79,0,0,0,0,0,0,0,0,0,0,27,36,79,200-1065 Columbia St New Westminster BC V3M 6H7,200-1065+Columbia+St+New+Westminster+BC+V3M+6H7,49.205212,-122.903582,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040008,New Westminster Secondary,835 Eighth St,New Westminster               ,BC             ,V3M 3S9,Mr,Murray,McLeod,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,604 517-6220,604 517-6204,mmcleod@sd40.bc.ca                                                                                  ,1940,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,421,441,548,530,835 Eighth St New Westminster BC V3M 3S9,835+Eighth+St+New+Westminster+BC+V3M+3S9,49.2159249,-122.9290843,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4096785,PALS Autism Society (School Program),101 Third St,New Westminster               ,BC             ,V3L 2P9,Ms,Andrea,Kasunic,Standard School                         ,No Enrolment Reported,Independent School,1.0,no,no,no,no,no,no,no,604 251-7257,604 251-1627,andrea@palsautismschool.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101 Third St New Westminster BC V3L 2P9,101+Third+St+New+Westminster+BC+V3L+2P9,49.2085591,-122.9071157,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4099126,POWER Alternate Secondary School,200-1065 Columbia St,New Westminster               ,BC             ,V3M 6H7,Ms,Pam,Craven,Alternate Programs                      ,11-12,Public School,,no,no,no,no,no,no,no,604 517-6141,604 517-6169,pcraven@sd40.bc.ca                                                                                  ,45,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,200-1065 Columbia St New Westminster BC V3M 6H7,200-1065+Columbia+St+New+Westminster+BC+V3M+6H7,49.205212,-122.903582,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4096707,Purpose Independent Secondary School,40 Begbie St,New Westminster               ,BC             ,V3M 3L9,Mrs,Merrilyn,Cook,Standard School                         ,8-12,Independent School,1.0,no,no,no,no,no,no,no,604 526-2522,604 526-6546,mail@purposesociety.org                                                                             ,74,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,26,24,40 Begbie St New Westminster BC V3M 3L9,40+Begbie+St+New+Westminster+BC+V3M+3L9,49.202047,-122.9112575,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040012,Queen Elizabeth Elementary,921 Salter St,New Westminster               ,BC             ,V3M 6G8,Mr,Paul,Manville,Standard School                         ,K-4,Public School,,no,no,no,no,no,no,no,604 517-6080,604 517-6081,pmanville@sd40.bc.ca                                                                                ,443,September 30 2018,0,92,0,0,0,88,87,88,88,0,0,0,0,0,0,0,0,921 Salter St New Westminster BC V3M 6G8,921+Salter+St+New+Westminster+BC+V3M+6G8,49.1845699,-122.943618,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4025044,Queen Elizabeth StrongStart Centre,833 Salter St,New Westminster               ,BC             ,V3M 6G8,Ms,Irina,Gorshkov,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 517-6040,604 517-6041,igorshkov@sd40.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833 Salter St New Westminster BC V3M 6G8,833+Salter+St+New+Westminster+BC+V3M+6G8,49.1861685,-122.9387481,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040014,Queensborough Middle School,833 Salter St,New Westminster               ,BC             ,V3M 6G8,Mrs,Lisa,Nasato,Standard School                         ,5-8,Public School,,no,no,no,no,no,no,no,604 517-6040,604 517-6041,lnasato@sd40.bc.ca                                                                                  ,320,September 30 2018,0,0,0,0,0,0,0,0,0,77,89,71,83,0,0,0,0,833 Salter St New Westminster BC V3M 6G8,833+Salter+St+New+Westminster+BC+V3M+6G8,49.1861685,-122.9387481,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4040003,Richard McBride Elementary,331 Richmond St,New Westminster               ,BC             ,V3L 4B7,Mrs,Kathleen,Chad,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,yes,no,604 517-6090,604 517-6091,kchad@sd40.bc.ca                                                                                    ,424,September 30 2018,0,75,0,0,0,70,64,64,80,71,0,0,0,0,0,0,0,331 Richmond St New Westminster BC V3L 4B7,331+Richmond+St+New+Westminster+BC+V3L+4B7,49.2266348,-122.8994395,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4025194,Richard McBride StrongStart Centre,331 Richmond St,New Westminster               ,BC             ,V3L 4B7,Ms,Marian,Parrish,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 517-6090,604 517-6091,mparrish@sd40.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331 Richmond St New Westminster BC V3L 4B7,331+Richmond+St+New+Westminster+BC+V3L+4B7,49.2266348,-122.8994395,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4099110,Royal City Alternate Program,850 Queens Ave,New Westminster               ,BC             ,V3M 0A8,Ms,Pam,Craven,Alternate Programs                      ,8-10,Public School,,no,no,no,no,no,no,no,604 517-6273,604 517-6204,pcraven@sd40.bc.ca                                                                                  ,24,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,850 Queens Ave New Westminster BC V3M 0A8,850+Queens+Ave+New+Westminster+BC+V3M+0A8,49.2040718,-122.9177417,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4099124,Sigma,835 Eighth St,New Westminster               ,BC             ,V3M 3S9,Ms,Pam,Craven,Alternate Programs                      ,11-12,Public School,,no,no,no,no,no,no,no,604 517-6365,604 517-6151,pcraven@sd40.bc.ca                                                                                  ,44,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,835 Eighth St New Westminster BC V3M 3S9,835+Eighth+St+New+Westminster+BC+V3M+3S9,49.2159249,-122.9290843,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4096708,Urban Academy Junior,466 Rousseau St,New Westminster               ,BC             ,V3L 3R3,Mrs,Cheryle,Beaumont,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,604 524-2211,604 524-2711,headofschool@urbanacademy.ca,185,September 30 2018,0,31,0,0,0,28,28,19,23,24,15,17,0,0,0,0,0,466 Rousseau St New Westminster BC V3L 3R3,466+Rousseau+St+New+Westminster+BC+V3L+3R3,49.2313078,-122.8860363,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
40,4096946,Urban Academy Senior,466 Rousseau St,New Westminster               ,BC             ,V3L 3R3,Mrs,Cheryle,Beaumont,Standard School                         ,8-12,Independent School,2.0,no,no,no,no,no,no,no,604 524-2211,604 524-2711,headofschool@urbanacademy.ca,24,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,6,466 Rousseau St New Westminster BC V3L 3R3,466+Rousseau+St+New+Westminster+BC+V3L+3R3,49.2313078,-122.8860363,2018/19,40,New Westminster,811 Ontario St,New Westminster,BC,V3M1C4,604 517-6240,https://newwestschools.ca/                                                                          ,-122.91584540000001,49.20395816
75,7575028,Albert McMahon Elementary,32865 Cherry Ave,Mission                       ,BC             ,V2V 2V1,Ms,Hardeep,Grewal,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-0274,604 826-1760,hardeep.grewal@mpsd.ca                                                                              ,408,September 30 2018,0,58,0,0,0,37,58,71,65,59,60,0,0,0,0,0,0,32865 Cherry Ave Mission BC V2V 2V1,32865+Cherry+Ave+Mission+BC+V2V+2V1,49.1551234,-122.3141487,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575023,Cherry Hill Elementary,32557 Best Ave,Mission                       ,BC             ,V2V 2S5,Mr,Shane,Sliziak,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-9239,604 826-5197,shane.sliziak@mpsd.ca                                                                               ,250,September 30 2018,0,30,0,0,0,38,41,33,34,35,39,0,0,0,0,0,0,32557 Best Ave Mission BC V2V 2S5,32557+Best+Ave+Mission+BC+V2V+2S5,49.15181860000001,-122.3226125,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7525180,Cherry Hill StrongStart Centre,32557 Best Ave,Mission                       ,BC             ,V2V 2S5,Mr,Darran,Forrest,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 826-9239,,darran.forrest@mpsd.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32557 Best Ave Mission BC V2V 2S5,32557+Best+Ave+Mission+BC+V2V+2S5,49.15181860000001,-122.3226125,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575029,Christine Morrison Elementary,32611 McRae Ave,Mission                       ,BC             ,V2V 2L8,Ms,Shirley,Gibson,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-6528,604 826-9175,shirley.gibson@mpsd.ca                                                                              ,416,September 30 2018,0,52,0,0,0,59,34,87,59,63,62,0,0,0,0,0,0,32611 McRae Ave Mission BC V2V 2L8,32611+McRae+Ave+Mission+BC+V2V+2L8,49.1444447,-122.3216665,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575000,Continuing Ed SD 75,33919 Dewdney Trunk Rd,Mission                       ,BC             ,V2V 6Y4,Mr,Wade,Peary,Continuing Education                    ,"10-12, GA",Public School,,no,no,no,no,no,no,no,604 814-0446,604 814-0447,wade.peary@mpsd.ca                                                                                  ,86,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,74,33919 Dewdney Trunk Rd Mission BC V2V 6Y4,33919+Dewdney+Trunk+Rd+Mission+BC+V2V+6Y4,49.1587872,-122.2855575,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
